client_id,path,sentence,up_votes,down_votes,age,gender,accent,label
adcdfe601c29b7ff4198113ed2248e5cc7ceb0495acabe1cac1d99edc9577608795684f49ebdd9f213f3529fa8731885a2e8058b169c5d21282c9e15f29514ee,common_voice_en_540243.mp3,Just one more try.,2,0,twenties,female,england,1
14ef50c164c4c77e1edb4141a9ea3e9835b70148c2217f79efae6dfb6f0fa06ee07b6e3a91f5121e7137e815e632ffcb8c9ab4400f54cda76f7638f87a2548f9,common_voice_en_17453324.mp3,A musical composition of several movements for a single instrument usually the pianoforte.,2,0,twenties,female,philippines,1
0dde7c611efe1244d3226ecf1741e8e2e4b7d72a651221b402a52b4a0c777cc4f9d1b18b9c095b1ad3818b62546aeaf85934808278fa3b2eae7c9666feb0b4dc,common_voice_en_17653117.mp3,"The office paint was a dull, sad tan.",2,0,twenties,female,us,1
c5e6fd979dbd161abf0a06095a27ae6eef6fe2eeca9cf50588d911623674a0a7d8057137559b416189d982182f4613294d17d57a6d422683f2b7c959db089f26,common_voice_en_562109.mp3,And don't bump into anything.,3,0,twenties,female,us,1
11162d3ec225eb18c6a6f5ba0b19d35a3dc8657c5e007f2c881a74e4c1cb4806bcf4ec711e83b15bdd0044f71f12211cc8ecd96475861705410c1a358c933589,common_voice_en_166284.mp3,Do you tell lies?,2,1,fifties,female,us,3
645e46f7b88a047d85a99b9eb6e40cf40044773e81fdf789e6572fda72814cb347fe5acb3baf183f5287db08352db34b8ee9f61748002dcb2506cd331eab47ca,common_voice_en_19804869.mp3,"In topology, zero sets are defined with respect to continuous functions.",2,0,fifties,female,us,3
4d5e23a241a50f7667ae2f2f60a861ed5caae6d79ac065dda0d77339a7957f7c74cd582ce3a52f026b3a340d0b24d47ffd97f71374c159ad78782798e8444501,common_voice_en_17779827.mp3,Why didn't you phone me up?,2,0,fifties,female,us,3
0495dd64e15685157fe1cd61c213009618da35501fc7e39bb5dbeab95419af65ddc96923f5a91c0bbf49b3edf38bd7fccf75e009871ccea54c92a63fd7fb9a33,common_voice_en_218488.mp3,The caravan moved toward the east.,2,0,fifties,female,canada,3
645e46f7b88a047d85a99b9eb6e40cf40044773e81fdf789e6572fda72814cb347fe5acb3baf183f5287db08352db34b8ee9f61748002dcb2506cd331eab47ca,common_voice_en_19803831.mp3,He helped England to victory against Tonga which put them through to the quarter-finals.,2,0,fifties,female,us,3
bbd593049b731fcf2b7474ef3cac21063498a9d32aa51cbe5891a02d4c41386742851adbf30d4d7821610f3fe11af7219cea4c23cd50c3d68e7cf91e7ad2a2d9,common_voice_en_19620727.mp3,In this same period he published a series of articles in various scientific reviews.,2,0,fifties,female,us,3
9e8ca8b983aab438e54c99b99203364a9a6034bebffd56f09b8422bf1d3b2533af6fb1443cda729536e377913509e9b5623e7244a29dd59bc3535d0ff743dbcc,common_voice_en_68653.mp3,I've got to see Nicole right away!,3,0,twenties,female,us,1
57084cbc16b1b2a22e56cdf16eb1b275011949498e558ed2e251b432c10cae05c19214bbdf37f566054836a53510a561b9a55c67ecab49d7443acab07c9d6779,common_voice_en_566278.mp3,Where's the old goat?,2,0,twenties,female,scotland,1
c948b5166ffa7f0a17b7d067f7f99418cfe1cf101ee9b845047cdcb43911af6bc2c5f775f5099e60052e8edf9d59a2a0fdd906095c9ea0f02c8af763b2088235,common_voice_en_28938.mp3,I should thank you.,2,1,fifties,female,indian,3
de3c7a6c7421bf93d626544bad8ef3eb33f4be1fc68ac63d937ba4291edf2706c97d282c6ee11739d61ad1ede5561dcf13a31b09bec46be8f998b85f9b7cd883,common_voice_en_26202.mp3,"""It's a code,"" said the boy, a bit disappointed.",5,0,twenties,female,us,1
f8c2f092284ad4b31ea7840ead34df82a75f4a01c85d4859fbe0441d11d9c3b5f323c88a385bef8930f428715f7bc59148be06f43f79700ab3a70d717a465062,common_voice_en_17657058.mp3,"A wise man doesn't need advice, and a fool won't take it.",2,1,twenties,female,us,1
2cf8606821aac03a8e5d0b7fbe78218ea1b8c735b00f5f6f8f2a2bf483847543dd51980db771804a4e5021f208017601e44797a02bc1d86027c8a6332f9b00c6,common_voice_en_155421.mp3,An huge hole had been made by the impact of the projectile.,3,0,twenties,female,canada,1
0dde7c611efe1244d3226ecf1741e8e2e4b7d72a651221b402a52b4a0c777cc4f9d1b18b9c095b1ad3818b62546aeaf85934808278fa3b2eae7c9666feb0b4dc,common_voice_en_17653292.mp3,"He turned from the door and walked slowly toward the gate, still holding the keys in his hand.",2,0,twenties,female,us,1
5a7ad27d011bb585eeeeaf86aacde0c382db698b0ae6e4439e58a4840942e0316715cd20807909142965e822c6c101e3f4396396ae0932e929134556b0686b38,common_voice_en_19667930.mp3,Les Colocs paid homage to him by using pictures of him during live shows.,2,0,twenties,female,malaysia,1
