client_id,path,sentence,up_votes,down_votes,age,gender,accent,label
40bbcda4d73539dcb86eb299aaaf7729bd37785297990e91f8ead3f2b07151b8aab202f3ccc07f17773872659c2d11ebbffd106319268855f7bdba956570802a,common_voice_en_17914727.mp3,"This part of the town was half residential, half industrial.",2,0,twenties,male,us,0
f1202191d99e47f84db279ca55f8fb9280b939534714127ffd735bac0d7b2e52bda5ee40240d8208eb271ea72cfcd55b2e043dedbad6373fabb0aeda97efbecf,common_voice_en_625430.mp3,The octopus worried the squid.,3,0,fifties,male,us,2
68f1a3b82923bce610e0162d8c8dce1f985eb68d5b5778013117477413f659fb8b78bcad7125d9e9bb4d6d0754d3bc03b7fcaac54435dcf63f977301691ab7ca,common_voice_en_19777741.mp3,"This degree of mass customization, however, has only seen limited adoption.",2,0,twenties,male,us,0
62b48baecc015e25e3d53773bd125b351d2294c7a065ffa1cc103c050e868b8d96c98bc8f486ff1c71636d7ba5a6d3392b2cfed35522cd41efcae0feee7ddfd5,common_voice_en_19622441.mp3,"In some cases, a person might obtain an ecstatic experience 'by mistake'.",2,0,twenties,male,england,0
ffebf09355951ba79d92b75293339e79e64529e08cba719df5d67bcd6b53bccf099433dad5b405c57a020d9361d84c651d72b564bc25a71e12fed68ecdfeb158,common_voice_en_18182977.mp3,There was a short silence.,2,1,twenties,male,us,0
42f818125142c5f761befd95128ad8abc4eb5766a2f2c281ac9fc07b6f3324105383f0296ce25868a1238ec4868612a54e29fc2bd17209a24c01a64c12810b73,common_voice_en_19312732.mp3,"Nonetheless, it still faces problems.",2,0,twenties,male,indian,0
7a676181b510c61ef164cc6f1294cfbe7029b8da8f8d11566ea480cc6b108274fb4ce46cab07839dff3333243670ec2359b0051a6dc14f6ccbfc8ed542b33c8e,common_voice_en_17742733.mp3,Use this internally to implement a service.,2,0,twenties,male,other,0
b6245332d4bf33d8f3e5954b0839a1e36dce401840294260f16179ee3e9441deeb35f84aa146309bd113a647baf7ef33a72d9616b56669187c6ee4de014651da,common_voice_en_92322.mp3,She's accused of stealing a watch.,3,0,twenties,male,us,0
44b856fd289c76b4434038277a8c4f70f871db52c37a2e3d1aa92233feb1704bcd0773f4a9f618b1778a5adb1b8a0eecf2b474082c4de818e6928c20161a62ea,common_voice_en_18852418.mp3,And strange people who are outside the borders of society.,2,0,twenties,male,indian,0
5f047713c8bdb300204b259abe32d12fcf660d9a2cc190b3bb5520d11149e42fa014dd345e5a363027c7e44c54b2855883d1e39562744ed33a43d38d935a0832,common_voice_en_147494.mp3,"As you go through life, make this your goal, watch the doughnut and not the hole.",2,0,twenties,male,,0
db93320dcb2d0b85a7496b612f71004067b97e59cc0e87283613c36c98d0db29ab2128401ebed5a044eb63d6b386e2c178feca921e152529de200f20b9acd0b4,common_voice_en_19476628.mp3,The sound is much less polished and elaborate than later albums.,2,0,twenties,male,,0
