client_id,path,sentence,up_votes,down_votes,age,gender,accent,label
d1413283d794651695ea5c4d311a88e302e13f64719c694e69fffa94701b09086152b973ea7651e30b8e981666bc10252f56a8b37bb15fdf3cf238f0c9a17446,common_voice_en_146519.mp3,The boy awoke before dawn.,2,0,twenties,male,us,0
480b6be1f02074b044f89f7ab6e74986ef49ca4046f0adb01f9c4acaf2a2472b2857a03f1b5e508f7549918740c5e3695efd33825a35b702f3acd19cb4edc5a6,common_voice_en_17948538.mp3,Please shut the door.,2,0,twenties,male,,0
299f0dd85f2861f679e92991dc15e9adbdcc7cb8ce7e6df075f462a56ec7664f2f5e37671d88006d525e3c5454dd5e1258bf38e85df96b1356861fadbf259999,common_voice_en_17808789.mp3,"We have recovered most of the deleted files, but some are still being processed.",2,1,twenties,male,us,0
a756a523466820ede057878d1cd70f9418a9b0c74eeed9113a399827cbe24b1f6594528eb9f3923c05fc0ccea079ecd179f22e94980ebed037ef4251b5a63ae7,common_voice_en_18424529.mp3,I'm really hoping it will be different this time.,2,0,twenties,male,england,0
1e810ebe41b207bb0863f4752148467288763e5346f8f25bc9d3ec78dc18f1b66330e79d806304ae4d95157279326205d26f2ae8c6b8c66e4c2cd08af42b9059,common_voice_en_17918959.mp3,Their venom is however not deadly to humans.,2,0,fifties,male,other,2
886196bad69eb84dfe6c7bdbbee7283b72efae95332dd4bf42b5d0c07eaa5566fce9cf9d326e488794549a5d23eee38b3cd9c86e06785cbc32ad5c38207594e4,common_voice_en_18089947.mp3,The coherence of two waves expresses how well correlated the waves are as quantified by the cross-correlation function.,2,0,twenties,male,,0
62937aac345cc709eea15b1476dcac6298818335a312fea0792db3ab10e23414f78884919d112fcdf8b81c171a08b2a373d48a9eab2a140fde36895f15982ece,common_voice_en_20050239.mp3,The Quinn River Valley is west of the range.,2,0,twenties,male,us,0
b5ea7c21e40bcac1f2ec35cf978023a205e6b73855726dbb1b45194793287d948f8233a4d434c6ae8359f170133bca4d99bf3a0e1e0a1849582f595fb2ebdfe0,common_voice_en_555764.mp3,I jumped in to save Rachel.,2,0,twenties,male,african,0
d7c73ae2de660adfdeb61aeb21afd7ac68d69e3651943b502c64697c81d8e01afb2c00e6b295f7015041007dac086776ab9778627a6fa3339e2b8e40c12cc8e6,common_voice_en_19131270.mp3,Only the reverse proxy server can physically access the internal email server.,2,0,twenties,male,us,0
0ab2fce8967fa2adc810d03b93a5f7d13bb55462c994250f0bab3d975aeb406a3b209e6bde03c3f64c34c31bad6a7b8622386d4ee10a83e7bd465460ed29ef7c,common_voice_en_17268010.mp3,What made you do it?,2,0,twenties,male,us,0
1704adb4392245574381dd7066bcb6bb1465a55d3c9299494e67b4618af68eae863c3612a522d2a4a9cfe99c480ee538036d0dfc31c912182f0eb5f6d686417b,common_voice_en_100885.mp3,But they don't count.,2,0,fifties,male,england,2
1f829ede5b664b77fc086e48a41d1c3c3adbe89d02ab5feb8262f452064ab24c55bfbd95442052c8813c55c86d24c1b838f60fd57aaaf0cce406feccd4a5db2c,common_voice_en_639067.mp3,What a time to be alive.,2,0,twenties,male,,0
de2afcd83f933c3e522155d695166bcfcb771cc6ffe43194d84f70dd93f031b6367f3f7280721bb933d7842a0cdc0a306ec36cac2b29f7e106b13df56c6f828d,common_voice_en_15735666.mp3,He bears misery best that hides it most.,2,0,twenties,male,,0
98cfd9f3c99239b59083d23821824b62cb9fc1b2ea62a69dcad91eace1b707116a987d0b012d6bf23a2326a895f58a1b3d9779bdac725e7257bca63f8a1ea2db,common_voice_en_32040.mp3,She loves to get up early.,2,0,twenties,male,,0
